epoch,train_ppl,valid_ppl
1,1.044440626595832,100.98395839332551
2,1.042844509946492,83.14187987696437
3,1.0422120031786215,76.78591711854337
4,1.0419434293042005,73.97658932929166
5,1.0416589661089957,71.31340280154227
6,1.0415731609542829,70.16970537087226
7,1.041451563812745,68.63113497924937
8,1.0412814347737398,67.7940355039727
9,1.0413066914711335,67.30227952489572
10,1.0411956580833102,66.58291086723257
