epoch,train_ppl,valid_ppl
1,1.0420026850374267,85.47828143756429
2,1.0399661798288033,68.6546809396149
3,1.039137028376862,62.51572372822538
4,1.038630583175675,58.84295679668571
5,1.0382275397096405,56.990184081177844
6,1.038014143770098,55.029153858132396
7,1.0379020462322819,54.11805767849657
8,1.0377105550734003,53.60791018141068
9,1.0376393561844255,52.654232137026526
10,1.03751753657459,52.49471099873489
