epoch,train_ppl,valid_ppl
1,1.0390223491753483,76.23006714579897
2,1.0362367031113344,60.71407707206534
3,1.0347725719795409,55.062380828463716
4,1.0339672697647182,53.11604715556222
5,1.0333676645844936,51.954520018822734
6,1.032962900329565,51.905176186482784
7,1.03254960177208,51.12899215222885
8,1.0322526666417364,51.93532042819149
9,1.0291133812872877,46.82919835889058
10,1.0288928298068323,47.235478919502874
