epoch,train_ppl,valid_ppl
1,1.0403142560319827,78.7792595257885
2,1.0380294273536308,63.07330762643133
3,1.0369511045108113,56.694248161495814
4,1.0362140368507333,53.6226068875851
5,1.0357634070466706,51.28395976568849
6,1.0353763549397192,49.75255240911997
7,1.0351279643903246,48.99017263338028
8,1.035009195847002,48.496800519638576
9,1.034753932570752,47.85200311350565
10,1.0347450981940103,47.51965097654778
